model,eps,synth_seed,intervention,accuracy,auc,dp_gap,eo_gap,dp_gap_unm,eo_gap_unm,dp_ratio,eo_ratio
logreg,8.0,9.0,threshold,0.7486009250504689,0.8331949222796021,0.2158925850562404,0.4166666666666666,0.3169530180933556,0.5,0.6811501160485912,0.8333333333333331
xgboost,inf,-1.0,reweighting,0.8168808933636573,0.8989804307874458,0.2640413562414475,0.35,0.3928114471230742,0.6077777777777778,0.6721834564019694,0.5758683729433273
xgboost,inf,-1.0,expgrad,0.8114890246083868,0.8059159632690238,0.2673863463585221,0.4,0.3928114471230742,0.6077777777777778,0.6806989671936562,0.6581352833638027
xgboost,inf,-1.0,threshold,0.7849129890373854,0.902561612405254,0.1716279447287825,0.2222222222222222,0.3928114471230742,0.6077777777777778,0.43692195323169564,0.3656307129798903
xgboost,1.0,0.0,reweighting,0.7606623565788465,0.8317093046664026,0.3430717620075116,0.5833333333333333,0.3715041780026462,0.6433333333333333,0.9234667665166014,0.9067357512953367
xgboost,1.0,0.0,expgrad,0.7616589579127591,0.7465167902135033,0.3287795315072835,0.55,0.3715041780026462,0.6433333333333333,0.8849955154607754,0.8549222797927463
xgboost,1.0,0.0,threshold,0.7343929675721258,0.8320091065381826,0.3949521058233237,0.4020618556701031,0.3715041780026462,0.6433333333333333,1.0631161887512084,0.6249666150312484
xgboost,1.0,1.0,reweighting,0.7694273375412056,0.8360970468699388,0.3622294326780302,0.5566666666666666,0.3818432383645134,0.6211111111111112,0.9486338797814208,0.8962432915921287
xgboost,1.0,1.0,expgrad,0.7583369534663839,0.7447469359683138,0.295668219272452,0.75,0.3818432383645134,0.6211111111111112,0.7743183316243579,1.2075134168157422
xgboost,1.0,1.0,threshold,0.7129021541921141,0.8383363866315656,0.2832679324143776,0.3,0.3818432383645134,0.6211111111111112,0.7418435209895368,0.4830053667262969
xgboost,1.0,2.0,reweighting,0.7623489126823908,0.8314798964802677,0.3180684911802649,0.5811111111111111,0.3724847237114648,0.6422222222222222,0.8539101631095295,0.9048442906574394
xgboost,1.0,2.0,expgrad,0.7613012035877648,0.7452973655886297,0.3301479365551778,0.6944444444444444,0.3724847237114648,0.6422222222222222,0.886339534318508,1.0813148788927336
xgboost,1.0,2.0,threshold,0.7386860194720568,0.8332604535985833,0.3774669302113425,0.5,0.3724847237114648,0.6422222222222222,1.0133755995420017,0.7785467128027681
xgboost,1.0,3.0,reweighting,0.7659520098126901,0.8353660850227391,0.3512870447950466,0.56,0.3692283554229923,0.61,0.9514086327216339,0.918032786885246
xgboost,1.0,3.0,expgrad,0.7657220248894795,0.7501522768037301,0.2769515946933057,0.6,0.3692283554229923,0.61,0.7500821392117264,0.9836065573770492
xgboost,1.0,3.0,threshold,0.7542994403700202,0.8367263914599874,0.2926219352417677,0.5,0.3692283554229923,0.61,0.7925229223160193,0.819672131147541
xgboost,1.0,4.0,reweighting,0.7660797792144737,0.8346779670478437,0.305982485709387,0.5855555555555556,0.3618205993325634,0.64,0.8456745864492546,0.9149305555555556
xgboost,1.0,4.0,expgrad,0.7609178953824138,0.742394338411362,0.451063829787234,0.65,0.3618205993325634,0.64,1.2466504964595555,1.015625
xgboost,1.0,4.0,threshold,0.7477576469986967,0.835797392056418,0.3573882550085889,0.5,0.3618205993325634,0.64,0.9877498839697058,0.78125
xgboost,1.0,5.0,reweighting,0.761275649707408,0.8306323498132719,0.3335026316725921,0.5766666666666667,0.3593721983656683,0.6166666666666667,0.9280145575792331,0.9351351351351351
xgboost,1.0,5.0,expgrad,0.7663864257787545,0.7503287237791549,0.2918520052148201,0.65,0.3593721983656683,0.6166666666666667,0.8121162586924849,1.054054054054054
xgboost,1.0,5.0,threshold,0.6706871438427925,0.834088701904657,0.4098631918452117,0.4499999999999999,0.3593721983656683,0.6166666666666667,1.1404977728081453,0.7297297297297295
xgboost,1.0,6.0,reweighting,0.7653131628037717,0.8328285111113254,0.3058393552550736,0.6,0.3693678341844016,0.6255555555555555,0.8280075495214553,0.9591474245115453
xgboost,1.0,6.0,expgrad,0.7644443308716429,0.749634996003874,0.2649609708202441,0.65,0.3693678341844016,0.6255555555555555,0.7173363414421358,1.0390763765541742
xgboost,1.0,6.0,threshold,0.7439756727059004,0.8343460417159435,0.3037357781307522,0.65,0.3693678341844016,0.6255555555555555,0.8223124755879974,1.0390763765541742
xgboost,1.0,7.0,reweighting,0.7669741650269594,0.8342919472122263,0.3462647071192647,0.5577777777777777,0.3822993733804781,0.6044444444444445,0.9057422826969942,0.9227941176470587
xgboost,1.0,7.0,expgrad,0.7637032683412976,0.7471178132716394,0.2658935330323398,0.6,0.3822993733804781,0.6044444444444445,0.6955112970266708,0.9926470588235293
xgboost,1.0,7.0,threshold,0.756701505123553,0.8354055114769634,0.3014696605514381,0.55,0.3822993733804781,0.6044444444444445,0.7885695911183318,0.9099264705882354
xgboost,1.0,8.0,reweighting,0.7679963202412287,0.8356893716937762,0.336837916789327,0.5555555555555556,0.3704398629653952,0.6355555555555555,0.9092917649113612,0.8741258741258742
xgboost,1.0,8.0,expgrad,0.7629366519305957,0.7449377784632462,0.2594866688024424,0.6388888888888888,0.3704398629653952,0.6355555555555555,0.7004825742165941,1.0052447552447552
xgboost,1.0,8.0,threshold,0.7503896966754402,0.8369337301139659,0.3424965789873802,0.4444444444444444,0.3704398629653952,0.6355555555555555,0.9245672866998512,0.6993006993006993
xgboost,1.0,9.0,reweighting,0.7676896736769478,0.8355056163276136,0.3207211462252402,0.5800000000000001,0.3705919079707168,0.6222222222222222,0.8654294368742199,0.9321428571428573
xgboost,1.0,9.0,expgrad,0.7616334040324023,0.7408389005048124,0.2700798983931793,0.7,0.3705919079707168,0.6222222222222222,0.7287798049128486,1.125
xgboost,1.0,9.0,threshold,0.7459433214933687,0.83717831363313,0.2821793548762774,0.4499999999999999,0.3705919079707168,0.6222222222222222,0.7614288083661408,0.7232142857142856
xgboost,2.0,0.0,reweighting,0.7726215725857971,0.8444636661431913,0.3538669573853436,0.5566666666666666,0.3783462032421171,0.6077777777777778,0.9352993484617886,0.9159049360146252
xgboost,2.0,0.0,expgrad,0.7648787468377073,0.7488609298968099,0.2708193479055701,0.6,0.3783462032421171,0.6077777777777778,0.7157977153857237,0.9872029250457038
xgboost,2.0,0.0,threshold,0.6656274755321595,0.8455958137149295,0.3608940246312909,0.4,0.3783462032421171,0.6077777777777778,0.953872462677634,0.6581352833638027
xgboost,2.0,1.0,reweighting,0.7735670661589963,0.8439830352296921,0.3537197648801917,0.5522222222222222,0.3745661788126013,0.6277777777777778,0.9443451782045724,0.879646017699115
xgboost,2.0,1.0,expgrad,0.7694784453019191,0.7564360101133125,0.3079687757789071,0.55,0.3745661788126013,0.6277777777777778,0.8222012375895437,0.8761061946902655
xgboost,2.0,1.0,threshold,0.7512074208468555,0.845572598747341,0.2924795952367859,0.6,0.3745661788126013,0.6277777777777778,0.7808489174435473,0.9557522123893805
xgboost,2.0,2.0,reweighting,0.7721871566197327,0.8415308117733018,0.329245371523588,0.5622222222222222,0.371069143690205,0.6255555555555555,0.8872884666434716,0.8987566607460035
xgboost,2.0,2.0,expgrad,0.7639843610252217,0.746185357324398,0.2509486271818094,0.5735294117647058,0.371069143690205,0.6255555555555555,0.6762853539536534,0.9168320969595654
xgboost,2.0,2.0,threshold,0.7451255973219534,0.8433564604617194,0.2053309572496818,0.3055555555555556,0.371069143690205,0.6255555555555555,0.5533495865695228,0.4884547069271759
xgboost,2.0,3.0,reweighting,0.7715994173715278,0.8433301289383612,0.3594926225822418,0.5700000000000001,0.3771298431995445,0.6311111111111112,0.9532330285302544,0.903169014084507
xgboost,2.0,3.0,expgrad,0.764239899828789,0.7487817019223418,0.258351723633259,0.55,0.3771298431995445,0.6311111111111112,0.6850471483280669,0.8714788732394366
xgboost,2.0,3.0,threshold,0.7585924922699512,0.8437520997963144,0.3496426942374943,0.4166666666666666,0.3771298431995445,0.6311111111111112,0.9271148930329908,0.6602112676056335
xgboost,2.0,4.0,reweighting,0.7718549561750951,0.8415219478029957,0.3555394524438808,0.55,0.3769777981942229,0.6133333333333333,0.9431310123486455,0.8967391304347827
xgboost,2.0,4.0,expgrad,0.7684307362072931,0.753772017366949,0.3070419482464681,0.6,0.3769777981942229,0.6133333333333333,0.8144828414756586,0.9782608695652174
xgboost,2.0,4.0,threshold,0.7331152735542892,0.8441877335807956,0.2030286071060012,0.7,0.3769777981942229,0.6133333333333333,0.5385691361097047,1.141304347826087
xgboost,2.0,5.0,reweighting,0.7685840594894334,0.8408606996656369,0.3572119475024181,0.5566666666666666,0.3865566335294822,0.6144444444444445,0.9240869681652325,0.9059674502712477
xgboost,2.0,5.0,expgrad,0.7668719495055324,0.7504856308943142,0.2842521386330354,0.75,0.3865566335294822,0.6144444444444445,0.735344097028297,1.2206148282097649
xgboost,2.0,5.0,threshold,0.7528939769504,0.8425373661949953,0.2308271819887258,0.3888888888888888,0.3865566335294822,0.6144444444444445,0.5971367762626194,0.6329113924050631
xgboost,2.0,6.0,reweighting,0.7712672169268904,0.8418792696915232,0.3438368395342893,0.5566666666666666,0.3727364117881591,0.6211111111111112,0.922466463323968,0.8962432915921287
xgboost,2.0,6.0,expgrad,0.7706794776786855,0.7557740145422325,0.2611854309920123,0.6,0.3727364117881591,0.6211111111111112,0.7007242188628847,0.9660107334525938
xgboost,2.0,6.0,threshold,0.7044949275547492,0.8450715280849623,0.2338756271856469,0.2229729729729729,0.3727364117881591,0.6211111111111112,0.6274558100284758,0.35899047526954486
xgboost,2.0,7.0,reweighting,0.7746914368946924,0.8451632317266176,0.3669379753428291,0.5633333333333334,0.3781941582367956,0.6144444444444445,0.9702370260121291,0.9168173598553345
xgboost,2.0,7.0,expgrad,0.76853295172872,0.7520173870244891,0.2659827221825458,0.7,0.3781941582367956,0.6144444444444445,0.7032967495389187,1.1392405063291138
xgboost,2.0,7.0,threshold,0.7418291467559349,0.8456192742293365,0.2812767898446876,0.4,0.3781941582367956,0.6144444444444445,0.7437364742915308,0.650994575045208
xgboost,2.0,8.0,reweighting,0.7716505251322413,0.8429556160742415,0.3611651176407791,0.5511111111111111,0.3794105182793682,0.6166666666666667,0.9519111891749014,0.8936936936936937
xgboost,2.0,8.0,expgrad,0.7706539237983288,0.7572537363334779,0.3221799366898316,0.75,0.3794105182793682,0.6166666666666667,0.8491592119030382,1.2162162162162162
xgboost,2.0,8.0,threshold,0.7276467431579485,0.8448678699349406,0.2533744274019396,0.3055555555555556,0.3794105182793682,0.6166666666666667,0.6678107622081645,0.4954954954954955
xgboost,2.0,9.0,reweighting,0.7748703140571895,0.8447764158875786,0.3497665947418308,0.55,0.3826034633911213,0.6133333333333333,0.9141751923564723,0.8967391304347827
xgboost,2.0,9.0,expgrad,0.7674085809930238,0.7507425484190399,0.2666564377032973,0.6,0.3826034633911213,0.6133333333333333,0.6969524931631482,0.9782608695652174
xgboost,2.0,9.0,threshold,0.7588224771931618,0.8456169550261465,0.3415658694548054,0.6,0.3826034633911213,0.6133333333333333,0.8927411854231839,0.9782608695652174
xgboost,4.0,0.0,reweighting,0.7754324994250377,0.8451825948471401,0.342164344475752,0.55,0.3747575583504136,0.61,0.9130285349863829,0.9016393442622952
xgboost,4.0,0.0,expgrad,0.7701939539519076,0.7537379983393587,0.3166207835817274,0.65,0.3747575583504136,0.61,0.8448683062602145,1.0655737704918034
xgboost,4.0,0.0,threshold,0.7522295760611248,0.8469235285341133,0.2323344320088237,0.5,0.3747575583504136,0.61,0.6199592959018629,0.819672131147541
xgboost,4.0,1.0,reweighting,0.7751258528607569,0.8464262193251919,0.3502227297577955,0.5644444444444445,0.3711110917029874,0.6133333333333333,0.9437139918148565,0.920289855072464
xgboost,4.0,1.0,expgrad,0.7699895229090538,0.7562935403415695,0.2754359971402599,0.6,0.3711110917029874,0.6133333333333333,0.7421928454800821,0.9782608695652174
xgboost,4.0,1.0,threshold,0.7479876319219073,0.8486709732592446,0.2010946711070689,0.25,0.3711110917029874,0.6133333333333333,0.5418718965910394,0.40760869565217395
xgboost,4.0,2.0,reweighting,0.7725193570643702,0.8436353922031092,0.3614643551512524,0.6,0.3867038260346339,0.6255555555555555,0.9347317787305239,0.9591474245115453
xgboost,4.0,2.0,expgrad,0.7611734341859812,0.7450662250831838,0.2614040196576153,0.7,0.3867038260346339,0.6255555555555555,0.6759799155289544,1.119005328596803
xgboost,4.0,2.0,threshold,0.742110239439859,0.8458630657925539,0.2184919076472167,0.3333333333333333,0.3867038260346339,0.6255555555555555,0.5650109798180486,0.5328596802841918
xgboost,4.0,3.0,reweighting,0.7723915876625865,0.8445424273088731,0.3488543247099014,0.5588888888888889,0.3771535573833597,0.63,0.9249662846353762,0.8871252204585538
xgboost,4.0,3.0,expgrad,0.7703728311144047,0.7585450171316396,0.2502566834630744,0.6388888888888888,0.3771535573833597,0.63,0.6635405620970974,1.0141093474426808
xgboost,4.0,3.0,threshold,0.7017606623565789,0.8469803577817896,0.1934001035735149,0.2777777777777778,0.3771535573833597,0.63,0.5127887561641964,0.4409171075837743
xgboost,4.0,4.0,reweighting,0.7737970510822069,0.8445219997024188,0.3459654696087914,0.6,0.3753053031356856,0.6244444444444445,0.9218240901960106,0.9608540925266903
xgboost,4.0,4.0,expgrad,0.7697595379858432,0.7528123677841689,0.2682109291643625,0.6,0.3753053031356856,0.6244444444444445,0.7146473202575429,0.9608540925266903
xgboost,4.0,4.0,threshold,0.7261390642169013,0.8460172246721708,0.2332613006641455,0.75,0.3753053031356856,0.6244444444444445,0.621524126398538,1.2010676156583628
xgboost,4.0,5.0,reweighting,0.774257020928628,0.8452362427794461,0.3497665947418308,0.55,0.373630321293989,0.6111111111111112,0.9361301125949542,0.9
xgboost,4.0,5.0,expgrad,0.7672552577108834,0.753048718739131,0.2767727567638524,0.6,0.373630321293989,0.6111111111111112,0.7407663163024588,0.9818181818181817
xgboost,4.0,5.0,threshold,0.7646743157948535,0.8471834992041665,0.2467731127264845,0.4444444444444444,0.373630321293989,0.6111111111111112,0.6604739997327798,0.7272727272727272
xgboost,4.0,6.0,reweighting,0.7747680985357627,0.8442980906856855,0.3330416441564575,0.55,0.3717638332173477,0.6233333333333333,0.8958419684728942,0.8823529411764707
xgboost,4.0,6.0,expgrad,0.767485242634094,0.7526017034548778,0.2468563886399736,0.55,0.3717638332173477,0.6233333333333333,0.6640139964762298,0.8823529411764707
xgboost,4.0,6.0,threshold,0.753941686045026,0.8470175432840081,0.2677108168698786,0.5,0.3717638332173477,0.6233333333333333,0.7201099002908234,0.8021390374331552
xgboost,4.0,7.0,reweighting,0.7748703140571895,0.8452078996610002,0.3417082094597873,0.55,0.372238328759412,0.61,0.9179823329817356,0.9016393442622952
xgboost,4.0,7.0,expgrad,0.7687118288912171,0.7531700579929237,0.2727146504294775,0.6,0.372238328759412,0.61,0.7326345229906204,0.9836065573770492
xgboost,4.0,7.0,threshold,0.7633199601359466,0.8463573218561478,0.5371750038011252,0.8088422391857506,0.372238328759412,0.61,1.443094282073022,1.3259708839110667
xgboost,4.0,8.0,reweighting,0.7747680985357627,0.846754557245061,0.3742361355982647,0.6,0.3684162296199814,0.6133333333333333,1.0157970944556012,0.9782608695652174
xgboost,4.0,8.0,expgrad,0.7646743157948535,0.7456941598027652,0.2623204423252537,0.6176470588235294,0.3684162296199814,0.6133333333333333,0.7120219502703106,1.0070332480818416
xgboost,4.0,8.0,threshold,0.7631410829734495,0.8481860263882095,0.2488201955994814,0.5,0.3684162296199814,0.6133333333333333,0.6753779437353713,0.8152173913043479
xgboost,4.0,9.0,reweighting,0.7742825748089848,0.8447463471956134,0.3623766251831818,0.6,0.3731766730611836,0.6077777777777778,0.9710591560040222,0.9872029250457038
xgboost,4.0,9.0,expgrad,0.769963969028697,0.7558091682119881,0.3114609584011335,0.7,0.3731766730611836,0.6077777777777778,0.8346206525885085,1.1517367458866545
xgboost,4.0,9.0,threshold,0.7539161321646692,0.8467210711350157,0.2139524485688441,0.3611111111111111,0.3731766730611836,0.6077777777777778,0.573327498779019,0.5941499085923218
xgboost,8.0,0.0,reweighting,0.7754069455446809,0.8454852825686134,0.3549312724225946,0.5544444444444445,0.3784982482474387,0.6177777777777778,0.9377355749096162,0.8974820143884894
xgboost,8.0,0.0,expgrad,0.7674596887537373,0.7522117589176439,0.2944319178051171,0.6388888888888888,0.3784982482474387,0.6177777777777778,0.7778950607259767,1.0341726618705036
xgboost,8.0,0.0,threshold,0.7204916566580635,0.846595777498123,0.2808271248289494,0.4745547073791348,0.3784982482474387,0.6177777777777778,0.7419509234963804,0.7681640946784556
xgboost,8.0,1.0,reweighting,0.7736437278000664,0.8443533198315682,0.3380639818322393,0.55,0.3728465087806982,0.6177777777777778,0.9067108686032584,0.8902877697841728
xgboost,8.0,1.0,expgrad,0.7684307362072931,0.7526955428141882,0.253541516373953,0.75,0.3728465087806982,0.6177777777777778,0.680015798466499,1.2140287769784173
xgboost,8.0,1.0,threshold,0.7456622288094447,0.8462600542854906,0.213068429957395,0.6377777777777778,0.3728465087806982,0.6177777777777778,0.5714641948886214,1.0323741007194245
xgboost,8.0,2.0,reweighting,0.77502363733933,0.8454042629118677,0.3456613795981482,0.5566666666666666,0.3704557367083355,0.6177777777777778,0.9330706622861445,0.9010791366906474
xgboost,8.0,2.0,expgrad,0.7652876089234151,0.7525316119807008,0.2758921321562246,0.65,0.3704557367083355,0.6177777777777778,0.7447371030278794,1.052158273381295
xgboost,8.0,2.0,threshold,0.7119311067385582,0.8469907125720635,0.4378287973240078,0.414797553160501,0.3704557367083355,0.6177777777777778,1.181865345680194,0.6714348882094441
xgboost,8.0,3.0,reweighting,0.7754324994250377,0.8458913293106576,0.3572070950022483,0.6,0.3745949932598674,0.6233333333333333,0.9535821391890398,0.9625668449197862
xgboost,8.0,3.0,expgrad,0.7700917384304806,0.75452002448064,0.3129717034540096,0.55,0.3745949932598674,0.6233333333333333,0.8354935572694429,0.8823529411764707
xgboost,8.0,3.0,threshold,0.7155342038688575,0.8483861713299092,0.2439105975368709,0.1999999999999999,0.3745949932598674,0.6233333333333333,0.6511314938148761,0.32085561497326187
xgboost,8.0,4.0,reweighting,0.7719060639358086,0.8441132762302246,0.3584283075449908,0.5533333333333333,0.3777380232208308,0.6144444444444445,0.9488806673175412,0.9005424954792043
xgboost,8.0,4.0,expgrad,0.7661308869751872,0.7514905973566395,0.2863832375234133,0.75,0.3777380232208308,0.6144444444444445,0.7581530582532587,1.2206148282097649
xgboost,8.0,4.0,threshold,0.7187795466741624,0.8462178634058237,0.4261213319142465,0.406932711913778,0.3777380232208308,0.6144444444444445,1.128086943117003,0.6622774696607598
xgboost,8.0,5.0,reweighting,0.7724682493036568,0.8442606164635817,0.3581193650341778,0.6,0.3714387692003134,0.6144444444444445,0.9641410502333628,0.9764918625678118
xgboost,8.0,5.0,expgrad,0.7637543761020111,0.7487192223995297,0.2574995390124838,0.65,0.3714387692003134,0.6144444444444445,0.6932489561250316,1.057866184448463
xgboost,8.0,5.0,threshold,0.6363427286433445,0.8471645489260967,0.1593127565759464,0.1486486486486486,0.3714387692003134,0.6144444444444445,0.4289071841341111,0.24192365964517856
xgboost,8.0,6.0,reweighting,0.7747169907750492,0.8454817288855411,0.3558386899543541,0.6,0.3733287180665051,0.6066666666666667,0.9531511312530869,0.9890109890109889
xgboost,8.0,6.0,expgrad,0.7624766820841745,0.7456901676432316,0.309008828315309,0.65,0.3733287180665051,0.6066666666666667,0.8277124511494504,1.0714285714285714
xgboost,8.0,6.0,threshold,0.7504152505557969,0.8468589456734466,0.2114076275051991,0.3055555555555556,0.3733287180665051,0.6066666666666667,0.5662774313213664,0.5036630036630036
xgboost,8.0,7.0,reweighting,0.7745125597321953,0.8451859259190861,0.3395795793852852,0.55,0.3728255347743071,0.6244444444444445,0.9108270429782993,0.8807829181494662
xgboost,8.0,7.0,expgrad,0.7687373827715739,0.7546836908790923,0.3061592584755828,0.65,0.3728255347743071,0.6244444444444445,0.8211863993192385,1.0409252669039146
xgboost,8.0,7.0,threshold,0.7081746863261186,0.8462961483186107,0.2375247073133647,0.1844444444444444,0.3728255347743071,0.6244444444444445,0.6370934529931063,0.295373665480427
xgboost,8.0,8.0,reweighting,0.7731582040732885,0.8439491403246694,0.3417082094597873,0.55,0.3704085617349698,0.61,0.9225170386430813,0.9016393442622952
xgboost,8.0,8.0,expgrad,0.7674085809930238,0.7503837235681194,0.2758996227722396,0.6,0.3704085617349698,0.61,0.7448521747983999,0.9836065573770492
xgboost,8.0,8.0,threshold,0.7511052053254287,0.8458474047625214,0.2072993710576973,0.4499999999999999,0.3704085617349698,0.61,0.5596505925422469,0.7377049180327867
xgboost,8.0,9.0,reweighting,0.7722893721411597,0.8435661506986878,0.3505219672682689,0.5511111111111111,0.380170743305976,0.6166666666666667,0.9220119471059754,0.8936936936936937
xgboost,8.0,9.0,expgrad,0.7700917384304806,0.754963834164673,0.336837916789327,0.75,0.380170743305976,0.6166666666666667,0.8860174611548868,1.2162162162162162
xgboost,8.0,9.0,threshold,0.7431068407737715,0.8462544768649054,0.2677447843710674,0.35,0.380170743305976,0.6166666666666667,0.7042750897734814,0.5675675675675675
